SaleID,Date,ProductID,CustomerID,Quantity,UnitPrice
3540,4/1/2024,169,130,19,436
4429,4/1/2024,100,27,19,183
3426,4/1/2024,105,499,3,385
120,4/1/2024,43,312,3,331
97,4/1/2024,15,147,17,329
435,4/1/2024,116,296,16,144
2015,4/1/2024,91,4,7,120
3368,4/1/2024,134,55,7,138
1184,4/1/2024,46,260,12,287
3127,4/1/2024,85,139,14,442
4566,4/2/2024,107,364,5,390
3666,4/2/2024,114,169,12,195
76,4/2/2024,29,192,15,487
3752,4/3/2024,161,51,16,62
1614,4/3/2024,101,289,13,454
1403,4/3/2024,82,166,3,52
1705,4/3/2024,82,386,13,52
1853,4/3/2024,111,342,18,308
3875,4/3/2024,6,409,3,437
2349,4/3/2024,60,471,7,211
1578,4/3/2024,127,487,7,37
1838,4/3/2024,94,255,14,489
4045,4/4/2024,78,29,4,319
4448,4/4/2024,35,37,4,462
2733,4/4/2024,70,438,13,54
3308,4/4/2024,74,102,11,329
933,4/4/2024,66,351,1,415
2773,4/5/2024,22,298,10,330
4542,4/5/2024,119,244,4,414
682,4/5/2024,9,256,8,341
37,4/5/2024,166,465,15,400
3414,4/5/2024,130,129,7,301
3589,4/5/2024,140,197,19,239
3917,4/5/2024,112,167,11,217
2375,4/6/2024,22,350,19,330
810,4/6/2024,58,401,6,86
160,4/6/2024,63,45,17,285
3964,4/6/2024,63,97,6,285
4093,4/6/2024,75,295,15,209
3449,4/6/2024,186,146,8,372
4188,4/6/2024,7,470,9,237
612,4/6/2024,116,115,16,144
938,4/6/2024,71,177,7,278
3995,4/6/2024,187,381,15,196
2321,4/6/2024,12,371,1,401
4434,4/6/2024,88,259,5,220
3953,4/7/2024,199,117,17,387
4600,4/7/2024,47,159,15,364
4798,4/7/2024,165,476,2,273
2460,4/7/2024,98,42,11,433
393,4/7/2024,197,169,17,131
3102,4/7/2024,109,166,5,302
1338,4/7/2024,112,393,10,217
751,4/7/2024,150,240,15,488
2127,4/8/2024,126,352,13,165
2360,4/8/2024,6,313,19,437
1430,4/8/2024,18,433,16,122
2909,4/8/2024,125,337,7,253
1826,4/8/2024,70,242,8,54
3087,4/8/2024,146,67,1,422
2810,4/8/2024,196,73,10,138
2239,4/9/2024,82,286,10,52
128,4/9/2024,19,340,2,328
1939,4/9/2024,46,456,2,287
828,4/9/2024,179,152,12,80
437,4/10/2024,78,173,5,319
3311,4/10/2024,138,96,2,174
1408,4/10/2024,142,428,12,247
214,4/10/2024,14,180,7,483
1681,4/10/2024,2,26,4,206
1141,4/10/2024,68,2,5,192
11,4/11/2024,20,308,5,392
874,4/11/2024,4,23,13,143
4523,4/11/2024,21,230,11,452
491,4/11/2024,189,432,5,284
398,4/11/2024,67,305,4,418
3595,4/11/2024,133,233,9,101
3105,4/11/2024,136,134,4,84
2205,4/11/2024,44,73,14,206
712,4/11/2024,8,116,2,85
3232,4/11/2024,146,282,14,422
4711,4/11/2024,151,398,14,200
2869,4/12/2024,17,428,10,269
48,4/12/2024,117,406,11,452
765,4/12/2024,178,70,16,389
2392,4/12/2024,49,45,10,410
1535,4/12/2024,133,59,1,101
2081,4/12/2024,175,137,12,33
2911,4/12/2024,8,297,1,85
2753,4/12/2024,97,441,11,341
4515,4/12/2024,183,420,19,70
2821,4/12/2024,121,429,6,103
4200,4/12/2024,104,252,6,441
3370,4/12/2024,191,358,13,392
4061,4/12/2024,188,173,17,51
3129,4/12/2024,88,370,7,220
2631,4/13/2024,78,170,1,319
2447,4/13/2024,161,393,9,62
2278,4/13/2024,136,391,9,84
4272,4/13/2024,195,9,11,486
4115,4/13/2024,5,420,15,314
627,4/13/2024,60,478,9,211
4858,4/13/2024,120,286,19,299
3796,4/14/2024,138,445,12,174
1289,4/14/2024,132,27,6,74
2832,4/14/2024,19,175,10,328
2531,4/14/2024,5,483,15,314
2638,4/14/2024,149,352,10,78
786,4/14/2024,140,60,6,239
4206,4/14/2024,145,314,17,343
1565,4/14/2024,143,231,19,101
2698,4/14/2024,150,372,15,488
3452,4/14/2024,83,147,5,313
1802,4/15/2024,22,271,17,330
2488,4/15/2024,199,313,13,387
3488,4/15/2024,14,302,12,483
3003,4/15/2024,127,198,15,37
3710,4/15/2024,153,433,4,327
4582,4/15/2024,153,449,15,327
1496,4/15/2024,73,143,12,421
1000,4/16/2024,159,255,10,294
4631,4/16/2024,180,285,7,237
287,4/16/2024,44,98,5,206
2410,4/16/2024,109,17,6,302
4747,4/16/2024,80,378,11,413
1442,4/16/2024,120,228,13,299
2281,4/16/2024,3,386,9,151
1168,4/17/2024,169,464,17,436
2971,4/17/2024,45,211,5,348
4886,4/17/2024,15,75,13,329
2420,4/17/2024,133,350,12,101
2850,4/17/2024,158,328,15,476
3128,4/18/2024,180,9,6,237
4104,4/18/2024,137,160,17,267
800,4/18/2024,24,187,15,26
1278,4/18/2024,33,40,15,490
4389,4/18/2024,81,256,17,345
4682,4/19/2024,106,471,4,53
4816,4/19/2024,97,12,10,341
1411,4/19/2024,163,313,2,376
262,4/20/2024,115,386,16,291
294,4/20/2024,103,445,7,375
4555,4/20/2024,5,434,18,314
4445,4/20/2024,146,320,14,422
3842,4/20/2024,129,251,9,252
2878,4/20/2024,167,90,13,13
608,4/20/2024,92,135,12,39
4480,4/20/2024,179,396,1,80
966,4/20/2024,12,345,5,401
4776,4/21/2024,138,258,18,174
4067,4/21/2024,72,274,13,35
3769,4/21/2024,184,45,15,363
3954,4/22/2024,63,190,2,285
4680,4/22/2024,152,155,15,126
3404,4/22/2024,45,213,6,348
3892,4/22/2024,175,203,5,33
3067,4/22/2024,54,265,19,309
1816,4/22/2024,200,434,7,471
2612,4/22/2024,187,108,8,196
533,4/23/2024,82,26,6,52
324,4/23/2024,89,469,5,262
3197,4/23/2024,37,494,8,35
3029,4/23/2024,127,301,15,37
4306,4/23/2024,51,401,5,252
436,4/24/2024,52,458,3,19
22,4/24/2024,27,457,3,78
23,4/24/2024,59,386,7,10
3921,4/24/2024,56,212,3,291
3746,4/24/2024,157,346,11,390
2734,4/24/2024,196,395,14,138
839,4/24/2024,170,347,7,39
4855,4/25/2024,28,315,19,350
1689,4/25/2024,143,121,16,101
4808,4/25/2024,81,32,1,345
804,4/26/2024,9,426,13,341
2324,4/26/2024,99,74,9,428
66,4/26/2024,182,458,4,178
2890,4/26/2024,47,95,16,364
129,4/26/2024,175,251,12,33
1049,4/26/2024,175,276,3,33
3481,4/26/2024,38,452,15,339
2570,4/26/2024,164,258,17,376
1883,4/26/2024,143,187,12,101
1473,4/26/2024,172,205,1,56
1256,4/27/2024,171,5,18,473
1084,4/27/2024,42,252,6,232
3739,4/27/2024,41,339,14,150
1690,4/27/2024,106,456,17,53
4973,4/27/2024,103,109,7,375
1715,4/27/2024,77,205,15,264
4131,4/27/2024,158,116,1,476
2459,4/28/2024,75,68,7,209
2277,4/28/2024,98,119,9,433
4069,4/28/2024,175,273,18,33
4460,4/28/2024,44,415,19,206
989,4/28/2024,149,59,10,78
237,4/28/2024,185,349,8,202
1697,4/28/2024,176,139,7,106
1130,4/28/2024,191,341,9,392
4969,4/29/2024,17,270,6,269
1576,4/29/2024,69,489,4,192
2927,4/29/2024,152,348,15,126
3760,4/29/2024,149,200,17,78
591,4/29/2024,185,357,17,202
4842,4/29/2024,134,29,19,138
4452,4/29/2024,120,193,5,299
3580,4/29/2024,176,244,11,106
546,4/29/2024,188,459,4,51
4435,4/30/2024,168,346,17,455
2964,4/30/2024,117,394,7,452
3478,4/30/2024,7,203,7,237
2705,4/30/2024,13,477,9,230
2118,4/30/2024,34,329,6,217
1260,4/30/2024,68,374,8,192
4509,5/1/2024,53,231,14,122
172,5/1/2024,114,159,2,195
4176,5/1/2024,186,478,7,372
4017,5/1/2024,189,134,4,284
1502,5/1/2024,192,265,3,19
2562,5/1/2024,39,51,5,317
1140,5/1/2024,91,201,1,120
1643,5/1/2024,8,11,10,85
677,5/2/2024,155,208,13,471
1514,5/2/2024,23,445,19,229
1173,5/2/2024,71,146,4,278
4174,5/2/2024,191,219,18,392
3583,5/3/2024,174,299,8,420
1728,5/3/2024,138,137,16,174
3098,5/3/2024,162,117,16,126
4738,5/3/2024,117,110,1,452
702,5/3/2024,65,122,11,477
343,5/3/2024,19,250,8,328
695,5/3/2024,94,331,6,489
252,5/4/2024,52,183,1,19
2135,5/4/2024,110,359,4,229
40,5/4/2024,86,146,12,406
3161,5/4/2024,43,367,9,331
4015,5/4/2024,197,236,14,131
2954,5/4/2024,77,299,9,264
4395,5/4/2024,158,145,16,476
1679,5/4/2024,150,121,2,488
2542,5/4/2024,193,302,17,162
945,5/5/2024,126,202,9,165
626,5/5/2024,56,133,1,291
342,5/5/2024,197,11,7,131
470,5/5/2024,33,244,14,490
3286,5/5/2024,71,389,6,278
4813,5/5/2024,198,60,15,302
3958,5/5/2024,146,328,4,422
4324,5/5/2024,83,475,3,313
1610,5/5/2024,68,198,9,192
444,5/6/2024,19,374,17,328
579,5/6/2024,19,109,8,328
4123,5/6/2024,74,142,9,329
718,5/6/2024,60,401,10,211
2636,5/6/2024,16,285,2,152
3250,5/6/2024,81,392,18,345
2056,5/7/2024,35,112,16,462
3695,5/7/2024,98,50,16,433
1022,5/7/2024,19,438,15,328
4661,5/7/2024,144,138,18,218
2899,5/7/2024,71,275,5,278
1490,5/7/2024,103,164,5,375
3288,5/7/2024,72,199,15,35
2577,5/7/2024,121,30,14,103
2555,5/7/2024,134,400,14,138
4416,5/7/2024,143,242,17,101
2563,5/7/2024,151,306,19,200
4926,5/7/2024,50,135,15,197
1583,5/7/2024,66,159,6,415
3263,5/8/2024,110,235,18,229
296,5/8/2024,171,422,4,473
570,5/8/2024,56,362,12,291
4461,5/8/2024,105,27,11,385
4339,5/8/2024,187,476,5,196
1657,5/9/2024,157,21,1,390
3072,5/9/2024,71,293,17,278
2016,5/9/2024,38,342,15,339
555,5/9/2024,44,291,15,206
3065,5/9/2024,200,212,15,471
700,5/9/2024,129,244,13,252
3319,5/9/2024,129,150,19,252
1784,5/9/2024,170,166,6,39
4589,5/9/2024,170,49,7,39
1860,5/10/2024,100,41,19,183
2380,5/10/2024,38,159,15,339
189,5/10/2024,34,66,15,217
2870,5/10/2024,156,457,16,445
1456,5/10/2024,88,496,5,220
1910,5/11/2024,86,344,13,406
2754,5/11/2024,128,169,12,273
517,5/11/2024,125,430,14,253
304,5/11/2024,77,315,6,264
199,5/11/2024,97,296,14,341
622,5/11/2024,123,148,16,68
1918,5/12/2024,159,422,14,294
4457,5/12/2024,192,389,15,19
3387,5/12/2024,67,422,14,418
4544,5/12/2024,31,74,16,216
1783,5/12/2024,87,380,9,499
3345,5/12/2024,66,3,16,415
863,5/13/2024,199,129,9,387
1630,5/13/2024,169,170,14,436
910,5/13/2024,57,76,12,349
163,5/13/2024,13,88,12,230
981,5/13/2024,70,253,10,54
4034,5/13/2024,104,370,5,441
4811,5/13/2024,12,199,12,401
239,5/14/2024,79,191,14,333
1368,5/14/2024,117,358,15,452
3669,5/14/2024,159,318,19,294
3249,5/14/2024,130,32,19,301
4967,5/14/2024,54,169,19,309
2616,5/14/2024,36,466,7,93
737,5/15/2024,177,382,9,362
164,5/15/2024,14,2,11,483
1263,5/15/2024,165,47,13,273
741,5/15/2024,197,472,13,131
3193,5/15/2024,23,446,4,229
875,5/15/2024,106,78,9,53
2089,5/15/2024,48,418,6,388
4231,5/16/2024,17,73,17,269
59,5/16/2024,41,152,15,150
4622,5/16/2024,105,89,16,385
2023,5/16/2024,76,456,9,350
380,5/16/2024,141,336,14,447
298,5/16/2024,80,427,3,413
2398,5/16/2024,151,406,16,200
539,5/17/2024,52,257,4,19
1041,5/17/2024,82,343,15,52
4812,5/17/2024,140,146,7,239
4881,5/17/2024,164,38,14,376
848,5/17/2024,87,224,12,499
4337,5/18/2024,39,290,1,317
3973,5/18/2024,104,109,5,441
1547,5/19/2024,9,45,5,341
33,5/19/2024,35,317,17,462
3142,5/19/2024,147,164,8,494
2815,5/19/2024,29,387,15,487
4258,5/19/2024,98,139,4,433
3936,5/19/2024,38,200,3,339
4712,5/19/2024,12,134,1,401
1718,5/20/2024,126,364,4,165
1962,5/20/2024,108,34,6,131
3573,5/20/2024,57,143,17,349
269,5/20/2024,29,247,6,487
4328,5/20/2024,98,378,16,433
1292,5/20/2024,77,28,5,264
1950,5/21/2024,93,23,13,352
4578,5/21/2024,4,204,16,143
3876,5/21/2024,11,195,9,279
1933,5/21/2024,54,371,18,309
422,5/21/2024,5,292,16,314
4838,5/21/2024,153,57,13,327
3644,5/21/2024,183,337,17,70
2966,5/21/2024,156,447,14,445
3961,5/22/2024,126,312,18,165
614,5/22/2024,108,219,2,131
2412,5/22/2024,117,338,3,452
2829,5/22/2024,186,395,15,372
762,5/22/2024,5,390,10,314
1654,5/22/2024,176,402,3,106
2220,5/22/2024,84,294,5,189
3079,5/22/2024,84,211,12,189
2190,5/23/2024,147,184,18,494
803,5/23/2024,73,288,14,421
2480,5/23/2024,170,7,8,39
1542,5/24/2024,58,107,19,86
2000,5/24/2024,165,231,12,273
4912,5/24/2024,54,195,18,309
1315,5/24/2024,124,402,8,138
1070,5/25/2024,20,329,12,392
3423,5/25/2024,108,367,7,131
4601,5/25/2024,171,1,5,473
314,5/25/2024,65,265,2,477
2467,5/25/2024,165,403,11,273
1313,5/25/2024,33,236,18,490
1616,5/25/2024,62,189,9,198
690,5/25/2024,2,76,14,206
4737,5/25/2024,44,210,3,206
268,5/25/2024,5,94,16,314
789,5/25/2024,145,384,17,343
1557,5/25/2024,84,36,9,189
4370,5/25/2024,84,361,3,189
4743,5/25/2024,196,475,19,138
957,5/25/2024,194,464,15,129
3052,5/26/2024,75,190,10,209
2405,5/26/2024,47,399,12,364
2272,5/26/2024,11,425,19,279
2823,5/26/2024,158,311,19,476
4854,5/26/2024,158,3,10,476
2747,5/26/2024,104,190,18,441
2248,5/26/2024,61,34,11,25
1193,5/26/2024,3,480,1,151
4880,5/26/2024,170,433,16,39
2965,5/27/2024,53,146,10,122
3316,5/27/2024,7,72,12,237
1237,5/27/2024,61,208,17,25
2530,5/27/2024,113,124,18,247
3348,5/27/2024,96,280,6,333
2967,5/28/2024,157,52,8,390
2923,5/28/2024,43,246,9,331
187,5/28/2024,190,261,13,103
2661,5/28/2024,190,86,1,103
4393,5/28/2024,30,412,4,84
442,5/28/2024,197,29,15,131
1642,5/28/2024,130,39,3,301
1966,5/28/2024,33,458,16,490
4638,5/28/2024,167,99,10,13
3535,5/29/2024,178,211,10,389
3182,5/29/2024,6,1,17,437
4869,5/29/2024,89,384,16,262
3068,5/29/2024,70,372,12,54
1635,5/30/2024,42,102,3,232
203,5/30/2024,86,392,10,406
3096,5/30/2024,28,35,19,350
4993,5/30/2024,7,128,2,237
1764,5/30/2024,136,256,13,84
1404,5/30/2024,8,73,9,85
230,5/30/2024,73,11,18,421
3855,5/30/2024,90,403,1,324
1074,5/30/2024,83,200,5,313
375,5/31/2024,93,38,16,352
4850,5/31/2024,161,22,19,62
900,5/31/2024,165,52,14,273
106,5/31/2024,10,106,9,210
1393,5/31/2024,195,280,10,486
425,5/31/2024,80,376,16,413
2223,6/1/2024,53,100,5,122
74,6/1/2024,111,483,4,308
2594,6/1/2024,15,337,2,329
2241,6/2/2024,168,56,10,455
3446,6/2/2024,138,255,15,174
1279,6/2/2024,28,135,2,350
3651,6/2/2024,111,197,5,308
1929,6/2/2024,122,347,14,368
419,6/2/2024,141,78,6,447
4654,6/2/2024,141,441,8,447
995,6/2/2024,154,301,5,477
4471,6/2/2024,11,109,17,279
1318,6/2/2024,195,199,14,486
2657,6/2/2024,74,145,1,329
4392,6/2/2024,149,386,16,78
3134,6/2/2024,191,170,19,392
1287,6/2/2024,92,308,5,39
1091,6/3/2024,56,324,17,291
4103,6/3/2024,56,410,16,291
4564,6/3/2024,142,42,10,247
4989,6/3/2024,155,419,12,471
153,6/3/2024,136,304,15,84
3853,6/3/2024,31,246,14,216
3321,6/3/2024,129,464,7,252
1905,6/4/2024,20,25,13,392
2219,6/4/2024,42,414,3,232
855,6/4/2024,128,73,8,273
3490,6/4/2024,89,166,10,262
1927,6/4/2024,67,456,2,418
351,6/4/2024,97,100,4,341
4634,6/4/2024,104,387,8,441
1443,6/4/2024,113,328,7,247
3192,6/5/2024,100,370,14,183
274,6/5/2024,62,14,12,198
728,6/5/2024,106,273,1,53
750,6/6/2024,142,373,6,247
1644,6/6/2024,139,9,7,242
2863,6/6/2024,189,223,17,284
4597,6/6/2024,106,185,12,53
192,6/6/2024,136,267,5,84
3245,6/6/2024,136,499,7,84
1251,6/6/2024,46,300,13,287
2446,6/6/2024,113,193,12,247
196,6/7/2024,42,166,4,232
167,6/7/2024,192,45,5,19
2849,6/7/2024,153,139,2,327
3676,6/7/2024,80,468,12,413
4528,6/7/2024,172,20,11,56
4753,6/7/2024,3,96,10,151
3693,6/8/2024,133,308,11,101
4444,6/8/2024,37,296,3,35
4355,6/8/2024,123,456,3,68
219,6/9/2024,10,297,14,210
1337,6/9/2024,115,57,18,291
3278,6/10/2024,192,426,9,19
291,6/10/2024,71,459,13,278
4111,6/10/2024,13,70,8,230
4942,6/10/2024,150,22,2,488
4861,6/10/2024,113,63,2,247
2770,6/10/2024,163,427,3,376
1691,6/11/2024,42,15,15,232
1492,6/11/2024,28,260,11,350
4684,6/11/2024,37,45,13,35
4307,6/11/2024,118,437,12,178
573,6/11/2024,1,317,14,443
3847,6/12/2024,161,89,15,62
1575,6/12/2024,28,102,12,350
70,6/12/2024,64,166,12,239
2902,6/12/2024,14,46,17,483
82,6/12/2024,6,129,12,437
1003,6/12/2024,50,354,18,197
4305,6/12/2024,50,408,12,197
370,6/13/2024,9,171,3,341
2493,6/13/2024,138,487,6,174
1540,6/13/2024,178,344,7,389
1727,6/13/2024,81,52,19,345
3342,6/13/2024,51,147,15,252
4268,6/14/2024,119,365,7,414
768,6/14/2024,6,398,16,437
711,6/14/2024,44,474,12,206
2194,6/14/2024,183,346,12,70
4727,6/15/2024,42,8,3,232
4923,6/15/2024,69,257,17,192
4257,6/15/2024,89,476,16,262
763,6/15/2024,190,484,9,103
4760,6/15/2024,106,69,3,53
3575,6/15/2024,195,19,2,486
590,6/15/2024,60,128,7,211
2859,6/15/2024,97,330,12,341
1618,6/15/2024,163,92,9,376
3901,6/15/2024,94,321,13,489
3909,6/16/2024,101,89,2,454
4804,6/16/2024,155,140,15,471
3609,6/16/2024,80,99,16,413
4421,6/16/2024,50,38,9,197
1466,6/17/2024,131,29,7,91
3735,6/17/2024,130,290,11,301
168,6/17/2024,44,409,9,206
295,6/17/2024,48,177,16,388
3204,6/18/2024,26,322,6,425
4149,6/18/2024,7,186,19,237
466,6/18/2024,80,330,18,413
4000,6/18/2024,160,332,12,306
1812,6/19/2024,171,453,7,473
1286,6/19/2024,89,445,6,262
1907,6/19/2024,13,273,10,230
536,6/20/2024,199,149,17,387
2758,6/20/2024,181,497,15,40
179,6/20/2024,152,33,16,126
4323,6/20/2024,189,286,7,284
102,6/20/2024,137,151,1,267
3458,6/20/2024,34,232,19,217
4717,6/20/2024,148,209,3,217
3408,6/20/2024,194,410,17,129
2475,6/21/2024,168,334,16,455
1953,6/21/2024,93,134,8,352
4263,6/21/2024,161,146,13,62
166,6/21/2024,21,367,7,452
4494,6/21/2024,111,120,6,308
116,6/21/2024,23,108,5,229
3738,6/21/2024,154,471,5,477
2137,6/21/2024,12,277,7,401
785,6/22/2024,22,139,13,330
4487,6/22/2024,166,36,8,400
3556,6/22/2024,26,345,8,425
1089,6/22/2024,148,500,8,217
1472,6/22/2024,32,339,15,40
3787,6/22/2024,160,83,13,306
4100,6/22/2024,191,346,9,392
1018,6/22/2024,88,385,1,220
3829,6/22/2024,88,442,17,220
3239,6/23/2024,114,370,1,195
2743,6/23/2024,162,28,12,126
3430,6/23/2024,178,118,17,389
2847,6/23/2024,45,449,6,348
2265,6/23/2024,98,279,13,433
4178,6/23/2024,175,232,2,33
238,6/23/2024,134,453,3,138
3315,6/23/2024,46,360,9,287
3590,6/23/2024,112,105,7,217
1424,6/23/2024,170,374,14,39
1437,6/23/2024,88,21,7,220
3606,6/24/2024,17,356,17,269
2129,6/24/2024,165,279,1,273
630,6/24/2024,15,101,17,329
204,6/24/2024,158,201,12,476
242,6/24/2024,145,242,15,343
3028,6/24/2024,156,312,5,445
3618,6/25/2024,9,122,15,341
2274,6/25/2024,171,288,5,473
2401,6/25/2024,99,394,18,428
2897,6/25/2024,177,497,10,362
2679,6/26/2024,108,185,6,131
3962,6/26/2024,166,145,4,400
2937,6/26/2024,89,402,18,262
4929,6/26/2024,190,95,13,103
1392,6/26/2024,87,248,15,499
4891,6/27/2024,22,328,4,330
3480,6/27/2024,42,139,2,232
1890,6/27/2024,178,460,17,389
4604,6/27/2024,192,18,14,19
1440,6/27/2024,134,316,5,138
4574,6/27/2024,104,12,12,441
1922,6/27/2024,135,473,10,360
96,6/28/2024,147,494,10,494
4621,6/28/2024,67,54,6,418
1716,6/28/2024,19,51,4,328
939,6/28/2024,158,203,17,476
3463,6/28/2024,129,401,1,252
1931,6/28/2024,150,193,1,488
4032,6/28/2024,151,5,17,200
958,6/28/2024,12,250,1,401
746,6/29/2024,35,135,3,462
1365,6/29/2024,166,56,4,400
4109,6/29/2024,26,311,16,425
1434,6/29/2024,137,407,13,267
4731,6/29/2024,44,113,2,206
3879,6/29/2024,85,40,9,442
1035,6/30/2024,93,318,14,352
1125,6/30/2024,82,419,12,52
623,6/30/2024,155,13,14,471
2033,6/30/2024,37,266,1,35
4317,6/30/2024,106,113,12,53
3529,6/30/2024,71,458,2,278
1371,6/30/2024,135,22,15,360
1461,7/1/2024,101,316,16,454
3253,7/1/2024,75,195,8,209
2761,7/1/2024,159,43,13,294
1949,7/1/2024,165,199,12,273
2344,7/1/2024,180,247,12,237
2158,7/1/2024,170,362,9,39
3070,7/2/2024,45,343,10,348
582,7/2/2024,123,175,18,68
2169,7/2/2024,120,475,9,299
1419,7/2/2024,90,347,14,324
4911,7/3/2024,56,231,9,291
3646,7/3/2024,41,289,10,150
243,7/3/2024,156,227,4,445
4210,7/3/2024,164,49,2,376
2440,7/3/2024,87,36,10,499
3681,7/3/2024,194,291,15,129
4458,7/4/2024,155,200,2,471
2874,7/4/2024,43,31,5,331
3299,7/4/2024,175,396,3,33
3632,7/4/2024,44,476,10,206
2813,7/4/2024,74,443,4,329
731,7/4/2024,135,414,4,360
3032,7/4/2024,68,384,15,192
2382,7/5/2024,189,489,10,284
3073,7/5/2024,71,1,6,278
1161,7/5/2024,34,313,12,217
3083,7/5/2024,187,84,8,196
2589,7/5/2024,96,258,17,333
1896,7/6/2024,139,320,10,242
2667,7/6/2024,177,220,4,362
827,7/6/2024,25,388,10,326
2910,7/6/2024,25,452,16,326
3013,7/6/2024,133,165,4,101
1841,7/6/2024,71,206,2,278
4771,7/6/2024,187,204,19,196
3122,7/6/2024,172,471,11,56
279,7/7/2024,126,492,6,165
47,7/7/2024,162,242,14,126
1274,7/7/2024,181,360,15,40
3923,7/7/2024,69,90,7,192
1664,7/7/2024,21,278,11,452
947,7/7/2024,186,138,5,372
1004,7/7/2024,62,52,10,198
281,7/7/2024,135,110,17,360
1116,7/7/2024,94,107,14,489
1357,7/8/2024,53,254,12,122
1869,7/8/2024,199,183,1,387
29,7/8/2024,63,100,18,285
3493,7/8/2024,117,304,1,452
2973,7/8/2024,33,323,18,490
157,7/8/2024,103,106,1,375
3778,7/8/2024,97,127,10,341
2691,7/8/2024,156,83,14,445
3679,7/8/2024,143,275,15,101
4190,7/9/2024,114,302,9,195
3208,7/9/2024,64,71,17,239
502,7/9/2024,24,204,11,26
1920,7/9/2024,133,306,15,101
1054,7/9/2024,102,177,18,130
2537,7/9/2024,13,457,15,230
4363,7/9/2024,134,423,9,138
4871,7/10/2024,99,352,9,428
797,7/10/2024,111,299,10,308
1685,7/10/2024,190,430,10,103
4054,7/10/2024,91,457,14,120
3152,7/10/2024,156,20,13,445
2411,7/10/2024,87,389,6,499
477,7/10/2024,81,95,9,345
4921,7/10/2024,66,168,18,415
2963,7/11/2024,82,96,10,52
55,7/11/2024,147,429,13,494
2336,7/11/2024,132,254,9,74
100,7/11/2024,178,466,16,389
1241,7/11/2024,165,160,14,273
2785,7/11/2024,106,355,9,53
527,7/11/2024,60,71,10,211
3407,7/11/2024,160,372,14,306
1739,7/11/2024,50,5,9,197
3235,7/11/2024,50,439,4,197
3123,7/12/2024,108,267,12,131
2264,7/12/2024,58,84,10,86
2989,7/12/2024,56,480,6,291
907,7/12/2024,157,287,15,390
2787,7/12/2024,18,260,13,122
2292,7/12/2024,153,425,3,327
1375,7/12/2024,61,374,14,25
4453,7/12/2024,61,135,19,25
2027,7/12/2024,150,69,2,488
1459,7/12/2024,188,487,5,51
2658,7/12/2024,66,480,6,415
697,7/13/2024,107,196,11,390
1312,7/13/2024,77,352,18,264
1620,7/13/2024,1,379,11,443
2996,7/13/2024,96,305,19,333
1006,7/14/2024,42,409,13,232
3058,7/14/2024,49,156,13,410
1867,7/14/2024,186,63,2,372
1422,7/14/2024,133,352,1,101
2892,7/14/2024,154,267,19,477
3559,7/14/2024,91,280,19,120
1769,7/14/2024,172,30,7,56
4055,7/14/2024,188,136,2,51
2916,7/15/2024,101,324,7,454
4898,7/15/2024,82,216,8,52
4997,7/15/2024,162,182,15,126
4664,7/15/2024,6,275,9,437
2669,7/15/2024,97,478,13,341
3840,7/15/2024,61,390,7,25
4790,7/15/2024,55,188,17,255
1247,7/15/2024,179,295,8,80
1938,7/15/2024,194,346,7,129
1967,7/16/2024,17,127,17,269
493,7/16/2024,27,408,19,78
2551,7/16/2024,190,284,1,103
1756,7/16/2024,125,238,7,253
1417,7/16/2024,151,47,9,200
3398,7/17/2024,161,166,8,62
4905,7/17/2024,40,436,6,192
3148,7/17/2024,75,204,16,209
4087,7/17/2024,37,435,18,35
1550,7/17/2024,154,106,13,477
3012,7/17/2024,84,266,18,189
1534,7/18/2024,75,335,10,209
499,7/18/2024,5,25,4,314
4475,7/18/2024,149,480,13,78
2926,7/19/2024,69,74,7,192
109,7/19/2024,159,197,14,294
2904,7/19/2024,47,263,12,364
705,7/19/2024,198,98,4,302
2634,7/19/2024,77,4,4,264
1568,7/19/2024,194,86,1,129
4698,7/20/2024,52,273,6,19
133,7/20/2024,107,126,8,390
4153,7/20/2024,42,293,4,232
2439,7/20/2024,131,84,6,91
3955,7/20/2024,195,48,19,486
4526,7/20/2024,118,33,14,178
1538,7/20/2024,51,387,16,252
949,7/21/2024,133,70,12,101
733,7/21/2024,141,329,11,447
706,7/21/2024,54,332,15,309
895,7/22/2024,101,89,11,454
1268,7/22/2024,35,247,17,462
127,7/22/2024,159,218,13,294
4508,7/22/2024,182,184,18,178
3244,7/22/2024,113,104,11,247
1402,7/23/2024,57,405,4,349
4510,7/23/2024,186,436,16,372
1868,7/23/2024,165,377,6,273
4917,7/23/2024,19,180,6,328
1656,7/23/2024,44,272,4,206
2544,7/23/2024,134,151,16,138
3641,7/23/2024,32,234,15,40
2429,7/24/2024,139,318,18,242
3990,7/24/2024,130,129,7,301
4673,7/24/2024,144,422,6,218
1811,7/24/2024,127,486,8,37
1136,7/24/2024,90,153,1,324
4588,7/24/2024,151,85,10,200
4640,7/25/2024,78,354,19,319
1206,7/25/2024,42,321,14,232
4714,7/25/2024,21,95,14,452
4954,7/25/2024,62,121,2,198
2280,7/25/2024,134,409,2,138
4834,7/25/2024,188,231,6,51
4144,7/25/2024,55,471,11,255
3334,7/26/2024,180,160,18,237
2387,7/26/2024,133,27,10,101
2998,7/26/2024,72,397,14,35
1913,7/26/2024,183,280,2,70
511,7/26/2024,95,15,10,295
1326,7/26/2024,167,425,6,13
